id,seq,line,newspaper,month,day,page,column,type,init
1375,seq197,8,L,6,21,4,5,ed, - Republicans and Rebels are the cause of the
1377,seq197,18,L,7,4,1,8,""," - ""The few remaining barriers between the people"
1378,seq197,24,L,7,4,4,2,""," - Starting tomorrow, we will change the type used"
1379,seq197,26,L,7,6,4,2,""," - This is the first issue of the LEADER in ""new -"
1380,seq197,28,L,7,11,4,2,"", - We offer a $25 reward for the identity of the
1381,seq197,30,L,7,11,4,3,""," - E. Cowles, publisher of the LEADER, was assaulted"
1382,seq197,34,L,7,14,3,2,ed, - A recent article in the New York DAILY NEWS
1383,seq197,37,L,7,15,2,1,ed, - We apologize to contributors whose articles
1384,seq198,4,L,7,18,1,3,ed, - The New York DAILY NEWS makes an appeal to the
1386,seq198,12,L,8,4,2,1,""," - Today being ""Fast Day,"" no paper will be issued"
1387,seq198,15,L,8,22,2,3,ed," - The PLAIN DEALER complains of being ""dizzy"""
1388,seq198,22,L,8,29,3,2,""," - George Hoyt, formerly city editor of the PLAIN"
1389,seq198,25,L,9,5,2,1,ed," - Owing to the scarcity of cotton rags, white"
1390,seq198,31,L,9,6,2,2,ed, - The PLAIN DEALER pronounces as liars and
1391,seq198,39,L,9,12,2,2,ed, - The PLAIN DEALER makes the assertion that
1392,seq199,4,L,9,17,2,4,""," - In a letter to the editor, E. Cluseret says"
1893,seq199,13,L,9,29,2,2,ed, - The PLAIN DEALER declares that it will
1394,seq199,19,L,10,8,2,2,ed, - The mendacity of the PLAIN DEALER is well
1395,seq199,27,L,10,8,4,4,ed, - The PLAIN DEALER writhes and squirms through
1396,seq199,34,L,10,12,4,2,""," - W. A. Collins, Esq., political editor of the"
1397,seq199,37,L,10,14,2,2,"", - The PLAIN DEALER tells of the retirement of
1398,seq200,4,L,11,7,4,2,ed," - ""The PLAIN DEALER is nimble as a kangaroo"
1399,seq200,8,L,11,7,4,2,ed, - The PLAIN DEALER is pleased because Mrs.
1401,seq200,19,L,11,19,2,2,ed," - ""The PLAIN DEALER has grown so melancholy"
1402,seq200,24,L,11,22,4,5,ed," - ""After a sickly existence of three or four"
1403,seq200,30,L,11,24,2,1,ed, - No paper wili be issued from this office
1404,seq200,34,H,11,25,4,2,ed, - The Louisville JOURNAL has admitted that
1406,seq201,4,L,12,1,2,1,ed, - The New York WORLD says that from now on it
1407,seq201,15,L,12,5,2,2,ed, - The New York HERALD speaks of the NEWS and
1408,seq201,19,L,12,12,2,1,ed," - Ever since MeClellan's defeat, the STATESMAN,"
1409,seq201,25,L,12,15,2,1,ed, – After McClellan's defeat in the sword con-
1410,seq201,33,L,12,20,2,1,ed," - ""Efforts are being made to establish a"
1411,seq201,37,L,12,31,2,1,ed," - ""We bid the old year good-bye, then, and"
1412,seq202,5,L,4,7,2,2,ed," - The London TIMES, an ally to Jeff Davis, sees"
1413,seq202,8,L,10,5,2,1,ed," - ""Nothing is more obvious than the support"
1414,seq202,17,L,1,1,4,2,""," - The ""carriers' Address"" is presented to the public"
1415,seq202,21,L,7,11,4,2,"", - A number of printers can find permanent employ-
1416,seq202,23,L,7,11,2,1,ed, - The Cleveland Typographical union demands
1417,seq202,37,L,12,5,2,2,ed," - ""The attempt of the union printers of Boston"
1418,seq203,5,L,1,1,1,1,""," - Cleveland LEADER Published Daily, Tri-weekly,"
1419,seq204,4,L,1,8,1,7,ed," - Dr. James Young, 46 died yesterday of con-"
1420,seq204,13,L,1,8,4,2,ed," - Joseph B. Bartlett, city auditor of Murison"
1421,seq204,26,L,2,10,4,2,""," - Dr. Roswell Trask, 66, of Middleburgh, Cuyahoga"
1422,seq204,30,L,2,11,2,2,"", - The Rev. Caleb Pitkin of Summit county died at
1423,seq204,33,L,8,26,4,4,""," - Major W. F. Carey, a resident of Cleveland for"
1424,seq204,39,L,9,27,4,4,""," - John Stair, 79, died Sept. 25 at his home, 168"
1425,seq205,5,L,9,29,4,4,""," - The death of Rev. S. W. Adams, D.D., pastor"
1426,seq205,11,L,11,14,4,5,""," - James A. Craw, a respected and well-known citizen,"
1427,seq205,15,L,11,26,2,1,ed, - The announcement that James C. Medill is
1428,seq205,28,L,12,9,4,3,"",",4 - Leonard P. Case, Esq., was born July 20, 1784 in"
1429,seq206,5,L,1,25,4,3,"", - There are 20 oil refineries in Clevela.md employing
1430,seq206,15,L,2,2,4,2,"", - Alexander Wilson and Company's oil refinery is the
1431,seq206,20,L,4,11,4,4,""," - S. S. Barris and Company, oil refiners, moved"
1432,seq206,23,L,7,1,3,5,adv, -
1433,seq206,28,L,8,31,4,2,"", - A new oil company has been established under the
1434,seq206,32,H,11,25,4,2,""," - In a letter to the editor, ""E"" tells of his ex-"
1435,seq206,37,L,11,29,2,2,ed," - The oil fever, if managed correctly, unlike"
1436,seq207,6,L,11,29,4,3,ed, - Attention of speculators from all parts of the
1437,seq207,16,L,12,13,2,3,ed, - Cleveland has begun to take an interest in the
1438,seq207,19,L,12,17,2,2,"",", 3 - In a letter to the editor, J. H. R. writes of his"
1439,seq207,35,L,12,19,2,3,"",",4 - In a letter to the editor, J. H. R. says that the"
1440,seq208,7,L,12,20,2,2,"",", 3 - In a letter to the editor, J. H. R. says: The oil"
1441,seq208,15,L,12,21,2,2,"",", 3 - In a letter to the editor, J. H. R. says: The"
1442,seq208,42,L,7,1,3,7,adv," - The office of Joseph S. Perley, Optician, is lo-"
1444,seq209,8,L,3,4,4,2,""," - Among many ""sons"" during the performance of the rites"
1445,seq209,11,L,3,25,4,3,"", – The tenth annual session of the Right Worthy lodge
1446,seq209,16,L,5,26,4,4,""," - At the convention of the Right Worthy Good Templars,"
1447,seq209,23,L,5,27,4,3,"", - On the third day of the convention of the Right Wor-
1448,seq209,27,L,10,17,4,4,"", - The Grand Encampment of Knights Templars of Ohio met
1449,seq209,33,L,3,4,4,2,"", - G. W. Crowell and Company have just completed a splen-
1450,seq210,4,H,8,5,3,2,"", - At a meeting of the several county military commit-
1451,seq210,8,L,8,23,4,5,""," - After the funeral of Corporal Wyman on Aug. 18, the"
1452,seq210,18,L,5,10,2,2,ed," - A recent capture of the ""Minutes of Circle 16 of"
1453,seq210,30,H,11,25,3,2,"", - The City Union club has charged its headquarters
1454,seq210,33,L,12,2,4,4,"", - The Cleveland Literary and Social club was organized
1455,seq211,4,L,1,1,4,1,adv, - For sale
1456,seq211,9,L,6,9,4,5,ed," - We learn that the proprietors of the ""Polop-"
1457,seq211,14,L,6,11,4,4,""," - The ""Polopticomorama,"" the celebrated exhibition,"
1458,seq211,18,L,9,3,1,8,adv, - Brainard's hall will offer for one week com-
1459,seq211,25,L,7,8,2,2,ed, - Citizens and strangers are wondering why there
1460,seq211,29,L,8,19,2,4,ed, - Statistics concerning visitors to the New
1461,seq211,39,L,6,4,3,2,"", - Just before Captain Bingham's death he said:
1462,seq212,5,L,2,11,2,3,"", - The Johnson st. station house is a thing of the
1463,seq212,9,L,2,15,2,4,""," - The city prison, court room, and police head-"
1464,seq212,15,L,2,17,4,3,"", - The following resolution presented by Mr. Roberts
1465,seq212,19,L,11,29,4,5,"", - Deputy Sheriff Whitney escorts the following to
1466,seq212,24,L,1,1,4,2,""," - Messrs. Kately and Welsh (or Welch), who escaped"
1467,seq212,28,L,1,4,4,5,""," - Messrs. Kately and Welch (or Welsh), who escaped"
1468,seq212,31,L,1,16,4,2,"", - Sheriff Lewis and Deputy Whitney returned from
1469,seq212,33,L,1,16,4,3,"", - Horace Fleming escaped from the county jail
1470,seq212,35,L,2,9,4,3,"", - The jail break that took place six weeks ago in-
1471,seq213,4,H,2,23,2,1,"", - It was reported yesterday in Cleveland that the
1472,seq213,8,L,12,6,4,4,""," - Messrs. O'Neal, Gardener, and Pheatt of the"
1473,seq213,13,L,1,4,2,1,ed," - An article found in BLACKWOOD'S, an English"
1474,seq213,24,L,1,13,1,2,ed," - The NORTH AMERICAN REVIEW comments: ""Mr."
1475,seq213,33,L,1,25,2,2,ed, - THE OHIO EDUCATIONAL MONTHLY has well-
1476,seq213,39,L,2,16,2,1,ed,",2 - Some self-appointed regulators of society . ."
1477,seq214,4,L,3,8,2,1,ed," - ""The STATESMAN, having fought with the"
1478,seq214,12,L,4,5,2,3,ed, - The ROUND TABLE is now a valuable acquisition
1479,seq214,15,L,6,30,4,5,"", - We have just received the ATLANTIC for May
1480,seq214,20,L,7,9,4,4,"", - The July number of the WESTERN MUSICAL WORLD con-
1481,seq214,22,H,12,27,1,2,"", - The January number of this best of genuine
1482,seq214,32,L,1,20,2,3,ed, - A gentleman calling on President Lincoln
1483,seq214,40,L,3,3,2,4,ed," - Rochester, N. Y., held a bazaar in honor of"
1484,seq215,6,L,4,22,1,7,"", - Among the passengers bound for Europe today
1485,seq215,9,L,5,20,2,2,ed, - Nathaniel Hawthorne died yesterday in Boston.
1486,seq215,14,L,6,3,4,4,"", - Resolutions were adopted by the teachers of
1487,seq215,19,L,6,4,4,4,""," - Mrs. H. M. Wheeler, accomplished lecturer upon"
1488,seq215,23,L,6,9,2,1,ed," - The duke of Malakoff, better known in this"
1489,seq215,28,L,12,22,2,1,ed," - William Lewis Dayton, U. S. minister to"
1490,seq215,38,L,1,1,1,8,adv,""
1491,seq216,7,L,1,18,4,2,""," - The photographic rooms at 211 Superior st.,"
1492,seq216,10,L,1,19,1,6,adv," - D. S. Critchley and Company, 182 Superior"
1493,seq216,12,L,2,11,2,2,adv, - The house of Ingham and Bragg is showing
1495,seq216,17,L,7,1,3,4,adv," - Photographic albums, artists materials,"
1496,seq216,22,L,6,13,4,4,"", - Mrs. Wheeler lectured to the Women's Loyal
1497,seq216,27,L,3,4,2,2,ed, - The Chesapeake pirates are likely to be
1498,seq216,33,L,7,9,4,4,adv, - Dufresne and Girard will open a new
1499,seq216,37,L,7,1,3,5,adv," - J. McGarvey, 272 Superior st., is a practical"
1500,seq217,4,L,1,4,4,4,"", - The customary newspaper carriers' New Year's greeting
1501,seq217,19,L,7,30,3,2,""," - Burial of George Bartlett, ""Cavalry Soldier,"""
1502,seq217,25,L,8,4,3,2,""," - ""My Baby"""
1503,seq217,34,L,8,6,3,2,""," - ""The Heart of the War"""
1504,seq218,4,H,11,25,1,2,"", - THANKSGIWING
1505,seq218,16,L,2,8,4,4,"", - Provost Marshal Nash has been asked to place guards
1506,seq218,19,L,2,26,4,2,""," - Police swing out today with new blue uniforms, and"
1507,seq218,22,L,3,25,4,2,""," - Pickpockets hang about Cleveland's depot, but officer"
1508,seq218,24,L,3,25,4,2,"", - Police belts and caps arrived today. The cap is
1509,seq218,28,L,4,29,4,5,"", - A city council resolution was introduced by Mr.
1510,seq218,31,L,5,28,4,2,"", - The city police department presented the Hon. I. U.
1511,seq218,39,L,3,24,2,2,ed," - ""According to present indications there will be"
1512,seq219,11,L,4,27,2,1,ed, - The NEW NATION of New York city fondly suspects
1513,seq219,16,L,9,7,2,2,ed, - The Cleveland WORLD says that the only difference
1514,seq219,26,L,9,10,2,2,ed," - ""The proposed convention in Cincinnati on the"
1515,seq219,31,L,1,19,3,2,ed, - General McClellan's nomination for presidential
1516,seq219,37,L,2,27,2,1,ed, - Attempts are being made by Democracy to shift
1517,seq220,4,L,3,4,4,1,ed," - One of the characteristics of a ""Copperhead"" is"
1518,seq220,8,L,3,24,2,1,ed, - Miscegenation is a new name given by the radicals
1519,seq220,11,L,4,14,2,1,ed," – ""Copperheads"" newspapers want to promote the"
1520,seq220,17,L,4,15,2,1,ed, - The miscegenated Democracy is now going through
1521,seq220,21,L,4,23,2,1,""," - The policy of the ""Copperheads"" seems to be to em-"
1522,seq220,29,L,4,28,2,1,ed, - The primary cause of the destruction of the
1523,seq220,35,L,5,12,2,1,ed, - Delegates from this county and the congressional
1524,seq220,39,L,5,28,2,1,ed," - A convention styling itself ""Democratic Union,"""
1525,seq221,4,L,6,1,2,1,ed," - The Democracy, since the arrest of Wallandigham"
1526,seq221,10,L,6,1,2,2,ed," - The New York NEWS says: ""The Democrats are"
1527,seq221,18,L,6,14,2,1,ed,", 2 - The Chicago ""Copperhead"" convention probably"
1528,seq221,27,L,6,17,2,1,ed, - A mass meeting of the peace Democracy is to be
1529,seq221,32,L,6,17,2,2,ed, - The New York WORLD says the policy of the Demo-
1530,seq221,37,L,6,22,4,6,"", - Delegates chosen to the district convention were:
1531,seq221,39,L,6,24,1,2,""," - Wan R. Humphrey, our ""able-bodied"" delegate to the"
1532,seq222,7,L,6,24,2,1,ed,",2 - ""The postponement of the Democratic Convention"
1533,seq222,14,L,6,24,4,3,"", - The Democratic district convention assembled at
1534,seq222,20,L,6,25,2,4,ed, - The postponement of the Chicago convention is
1535,seq222,24,L,6,28,2,2,ed, - In 1860 the Democratic party had a disagreement
1536,seq222,28,L,6,29,1,2,ed," - ""The present posture of the Democracy is sorely"
1537,seq222,35,L,6,30,2,1,ed, - The resolutions at the Chicago convention begin
1538,seq222,44,L,7,9,2,1,"", - The Democratic party will attempt to bring the ques-
1540,seq223,11,L,7,15,2,1,ed, - The Democratic party at the present time is liken-
1541,seq223,18,L,7,21,2,1,""," - Democratic congressman of Pennsylvania, Ohio, and"
1542,seq223,27,L,7,23,4,1,ed, - After a survey of certain activities of the Demo-
1543,seq223,34,L,7,30,4,5,ed," - The spirit of the ""Copperhead"" convention held"
1544,seq223,39,L,8,10,2,1,ed, - Interest increases as the Democratic convention
1545,seq224,4,L,8,15,2,1,ed, - Democrats have been trying a new Union dodge
1546,seq224,10,L,8,15,2,1,ed, - The party to meet at the Democratic convention
1547,seq224,22,L,8,18,1,2,ed, - Rebels and Rebel sympathizers look upon the atti-
1548,seq224,33,L,8,19,2,2,ed, - Democratic orators have a hobby of harping on
1549,seq224,41,L,8,20,2,1,ed," - Wallandigham, representative of western Democracy,"
1550,seq225,7,L,8,22,2,1,ed, - The delegates to the Democratic convention in
1551,seq225,14,L,8,22,2,3,ed, - The PLAIN DEALER says that the Democracy has
1552,seq225,24,L,8,29,2,2,ed, - The opinion as indicated by advices from all
1553,seq225,33,L,8,30,1,2,ed, - The Chicago convention has finished its first
1554,seq225,40,L,8,30,2,4,ed, - The leaders of the Rebellion are Democrats and
1555,seq226,4,L,8,31,2,1,ed, - The anxiety of Rebel leaders over the results
1556,seq226,14,L,9,1,2,2,ed," - ""Solomen was mistaken. There is a new power"
1557,seq226,19,L,9,3,2,2,ed, - The character of a political party is often in-
1558,seq226,32,L,9,6,4,3,""," - A meeting was held in Hal thorth's hall Sept. 3,"
1559,seq226,36,L,9,6,2,3,ed, – The New York WORLD is alarmed at the manner
1560,seq226,45,L,9,10,2,1,ed, - The object of the convention to be held in
1561,seq227,7,L,9,12,2,1,ed, - Efforts to hold together the inconsistencies of
1562,seq227,16,L,9,12,4,4,"", - A grand rally was held in the National hall
1563,seq227,29,L,9,19,2,1,ed," - August Belmont, chairman of the ""Copperhead"""
1564,seq227,42,L,9,22,2,1,ed, - The pet phrase of Democratic orators and
1565,seq228,4,L,9,28,2,2,ed, - The principles enunciated in the Niagara
1560,seq228,14,L,10,4,2,4,ed, - The Democratic party at the Chicago convention
1567,seq228,32,L,10,11,2,2,ed, - The Hebrew writer in the PLAIN DEALER indig-
1568,seq228,38,L,10,14,2,1,ed, - Anyone taking the trouble to compare the
1569,seq229,7,L,10,28,4,5,""," - The Demccracy of the third, fourth, fifth, and"
1570,seq229,21,L,11,1,2,1,ed, - Allies of the Democracy are found in every
1571,seq229,26,L,11,2,2,1,ed," - There is a ""Pro-Slavery"" party in the North"
1572,seq229,34,L,11,10,4,2,ed," - Some of the disappointed ""Copperheads"" are"
1573,seq229,39,L,11,12,2,2,ed, - The Democratic party is no longer a living
1574,seq230,4,L,11,21,2,1,ed," - Since the Democratic party was defeated,"
1575,seq230,18,L,3,7,4,2,""," - The WESTLICHE POST and the NEUEZEIT, two German"
1576,seq230,24,L,3,23,2,1,ed, - The whole radical German organization does
1577,seq230,27,L,4,18,2,1,ed, - Friends of General Fremont are to hold a
1578,seq230,33,L,5,9,2,1,ed, - The sorehead convention will be held in Cleve-
1579,seq230,43,L,5,19,2,1,ed," The NEW NATION, a newly-born paper and an"
1580,seq231,7,L,5,30,1,1,ed," - ""All signs go to show that the coming Cleve-"
1581,seq231,16,L,5,30,4,5,"", - The Clevelard convention is to meet in Cleveland
1582,seq231,20,L,6,1,2,1,ed," - At the Fremont convention yesterday, a resolu-"
1583,seq231,26,L,6,1,2,2,ed,"-4; 4/3-5 - ""Yesterday... was a great day for"
1584,seq232,39,L,6,2,2,1,ed," - The ""Fremont"" convention held here May 31 was"
1585,seq233,21,L,6,3,1,1,ed, - The Chicago TIMES says that the Cleveland
1586,seq233,27,L,6,3,1,2,ed, - The Cleveland Fremont convention was made up
1587,seq233,33,L,6,3,2,1,ed," - Article 12, Sec. 1, of the amendment of the"
1588,seq233,42,L,6,7,2,1,ed, - Fremont announced that in the event of the
1589,seq234,4,L,6,10,2,1,ed," - ""A letter of General Fremont's accepting the"
1590,seq234,12,L,6,16,2,1,ed," - Fremont, in his letter of acceptance, says"
1591,seq234,18,L,6,17,2,1,"", - The NEW NATION writes regarding the Fremont and
1592,seq234,24,L,7,4,2,1,""," - Mr. Phillips, having committed himself to the"
1593,seq234,38,L,2,24,2,1,ed, - A convention for the election of our next
1594,seq234,41,L,4,2,2,1,ed, - Union men have important work before them.
1595,seq235,4,L,4,3,2,1,ed," - The people of the 19th district, comprising the"
1596,seq235,9,L,4,8,2,1,ed, - The Baltimore convention is to be held June 7.
1597,seq235,18,L,4,14,4,2,"", - Cuyahoga county is entitled to 110 delegates for
1598,seq235,21,L,4,14,2,1,ed, - A congressional committee has issued a call for
1599,seq235,26,L,4,22,2,1,ed, - The congressional committee of the 19th
1600,seq235,31,L,4,30,2,2,ed, - The state Union convention for the nomination
1601,seq235,38,L,5,17,2,2,ed, - Muny trains will charge half fare on round trip
1602,seq235,42,L,5,19,2,3,"",", 4 - W. H. Upson of Summit county and D. R. Tilden of"
1603,seq237,4,L,5,19,2,1,ed, - The spirit of the men who met at Brainard's hall
1604,seq237,8,L,5,26,1,2,ed, - The Union state convention of Ohio adopted a
1605,seq237,12,L,5,31,1,2,ed, - The LEADER'S evening contemporary chooses
1606,seq237,16,L,6,7,2,1,ed, - The national Union convention meets today at
1607,seq237,29,L,6,7,2,2,"",", 3 - The list of delegates from Ohio to the Union"
1608,seq237,32,L,6,8,1,2,ed, - The Hon. E. D. Morgan of New York called the
1609,seq237,39,L,6,10,2,2,"", - The Baltimore convention was presided over by ex-
1610,seq238,4,L,6,13,2,1,ed, - The Hon. Henry J. Raymond of New York was
1611,seq238,7,L,6,16,2,3,ed," - The New York TIMES says, ""The farmers, as the"
1612,seq238,13,H,7,5,4,1,ed, - The Union congressional convention recommended
1613,seq238,16,L,8,3,4,1,ed, - In a short time most of the Union congressional
1614,seq238,30,L,8,5,2,3,ed, - There is a movement in Butler county to hold
1615,seq238,37,L,8,11,4,2,""," - ""Union voters of the 18th Congressional district,"
1616,seq239,9,L,9,2,4,3,"", - The organized work of the political campaign was
1617,seq239,14,L,9,6,2,1,ed," - Sherman, Grant, and Farragut need the strength"
1618,seq239,20,L,9,13,2,2,ed, - The Union demonstration held in Cincinnati
1619,seq239,25,L,9,13,4,3,"", - The sixth ward organized a Union club and elected
1620,seq239,28,L,9,13,4,4,"", - The fifth ward organized a Union club and elected
1621,seq239,31,L,9,14,4,2,"", - The ninth ward organized a Union campaign club
1622,seq239,34,L,9,14,4,4,"", - The seventh ward organized a Union campaign club
1623,seq239,37,L,9,22,2,2,ed, - Every Union man should be present at the
1624,seq240,4,L,9,30,4,2,"", - The executive committees of several Union
1625,seq240,8,L,10,7,1,1,ed, - All Union men are of course indignant at the
1626,seq240,13,L,11,29,4,5,"", - At a meeting of the city central Union club No. . .
1627,seq240,20,L,1,1,2,1,ed, - Democratic politicians and New York newspapers
1628,seq240,30,L,1,9,2,1,ed, - Some men believe that the profession of
1630,seq241,4,L,5,31,1,1,ed,", 2 - Mill, in his argument on representative"
1631,seq241,15,L,10,22,2,2,ed, - The New York WORLD is trying hard to over-
1632,seq241,33,L,11,16,2,1,ed," - ""When, in the centuries to come, the his-"
1633,seq241,38,L,11,19,2,1,ed, - A government embalmed in the affections of
1634,seq241,44,L,11,19,2,1,ed, - The only obstacle in the way of abolishing
1635,seq242,10,L,12,5,2,1,ed," - The peace ""Copperheads"" of the North have, for"
1636,seq242,16,L,6,29,2,1,ed, - An effort is being made to inaugurate a new
1637,seq242,25,L,3,15,4,4,ed," - During the time of the fair, when thousands"
1638,seq242,35,L,5,28,2,1,ed, - Republicanism is the theme of general con-
1639,seq243,5,L,2,3,2,1,ed," - Great French orators, Berryer, Thiers, Jules"
1640,seq243,12,L,12,1,2,1,ed, - One immediate result of a Union victory in
1641,seq243,22,L,12,12,2,2,ed, - Signs exhibited in Kentucky promise to
1642,seq243,37,L,3,5,2,1,ed, - Maximilian now rules Mexico. The Mexicans.
1643,seq244,4,L,3,31,2,1,ed, - After being politically exiled for nine
1644,seq244,9,L,5,2,2,1,ed, - Maximilian speaks to Mexicans and considers
1645,seq244,16,L,6,1,1,1,ed," - In the convention of the Missouri ""Radicals"""
1646,seq244,23,L,1,14,2,4,ed," - Governor Seymour has asserted that ""wise"
1647,seq244,30,L,5,18,2,2,ed," - Governor Seymour, who addressed New York"
1649,seq245,5,L,1,5,2,1,ed, - In discoursing on Governor Tod's message. to
1650,seq245,12,L,1,12,1,2,"", - At the inauguration of Governor Brough at the
1652,seq245,19,L,8,16,2,2,ed, - Some Union citizens are very indignant . . . .
1653,seq245,26,L,8,25,2,1,ed,",2 - The convention which met at Warren voted . ."
1654,seq245,35,L,3,15,2,2,ed, - The Pennsylvania legislature failed. to pass
1655,seq246,5,L,1,25,2,1,ed, - Success has attended the popular five 20
1656,seq246,14,L,3,31,2,1,ed," - Congress, after spending months in making"
1657,seq246,19,L,4,12,2,1,ed, - The work of popularizing the national debt
1658,seq246,23,L,5,2,4,2,ed," - ""Ten-forty"" bonds are being advertised. No"
1659,seq246,34,L,5,17,2,1,ed, - The public debt of the country is
1660,seq247,7,L,6,25,4,2,"", - The nineteen-40 bonds are still before the pub-
1662,seq247,14,L,7,2,2,2,ed, - The first result of Secretary Chase's res-
1663,seq247,20,H,7,5,4,1,ed, - Mr. Fessenden as chairman of the Senate Fi-
1664,seq247,23,L,7,4,1,2,ed,",2 - William Pitt Fessenden, long a political"
1665,seq247,27,L,7,13,2,4,"", - Secretary Fessenden's appeal for a loan to con-
1666,seq247,35,L,7,15,2,1,ed, - Bankers in New York city seem to favor Sec-
1667,seq247,39,L,7,27,2,1,ed, - Secretary Fessenden proposes a new loan
1668,seq248,9,L,7,29,2,2,ed," - The new loan for $200,000,000 called by"
1669,seq248,17,L,8,6,2,2,ed," - ""Men should remember that Capital owes a"
1670,seq248,23,L,8,9,2,1,ed, - The hope and future of the country depends
1671,seq248,29,L,9,12,2,2,ed, - The eage raess with which Europeans are
1672,seq248,35,L,9,30,2,1,ed, - Rapid decline in gold has stimulated purchase
1673,seq248,40,L,10,29,2,2,ed, - The Rebels are so anxious about our finan-
1674,seq249,4,L,11,18,2,1,ed, - A correspondent of the London TIMES thinks
1675,seq249,12,L,1,20,2,1,"", - The Democrats have been taken somewhat aback by
1676,seq249,20,L,1,20,2,3,ed," - Davis of Kentucky is below medium height,"
1677,seq249,26,L,1,28,2,2,ed,", 3 - In his speech to the members of the Leg-"
1678,seq249,36,L,2,1,2,2,ed," - The resolution to expel Garrett Davis, the"
1679,seq249,41,L,2,1,2,3,ed, - Wendell Phillips has been denouncing Presi-
1680,seq250,6,L,2,11,2,1,ed, - One of the singular lines of attack which the
1681,seq250,11,L,2,19,2,1,ed,", 2 - Popular sentiment in favor of the continu-"
1682,seq250,17,L,3,26,2,1,ed, - Mr. Pendleton has introduced a bill to give
1683,seq250,29,L,4,1,2,1,ed," - The Pennsylvania ""Copperheads"" claim that if"
1684,seq250,36,L,4,30,2,1,ed, - There are rumors that Secretary Chase
1685,seq251,4,L,5,18,2,2,ed," - The ""Copperhead"" press states that the Pres-"
1686,seq251,9,L,5,26,2,1,ed, - Democratic members of Congress are franking
1687,seq251,16,L,5,28,2,1,ed," - The disgraceful attack of an Indiana ""Copper-"
1688,seq251,21,L,6,21,2,2,ed, - A New York paper wrote that the postmaster
1689,seq251,27,L,7,12,4,4,ed, - The President sets aside the first Tuesday
1690,seq251,32,L,8,4,2,2,ed," - Today, in conformity with the proclamation"
1691,seq251,41,L,8,15,2,2,ed," - It is evident that the ""Copperheads"" have"
1692,seq252,13,L,8,27,2,1,ed, - The chief material Democratic editorials
1693,seq252,23,L,10,10,2,1,ed," - Reports circulated by ""Copperheads"" that"
1694,seq252,28,L,10,27,2,1,ed," - The ""artful dodger,"" as Pendleton is some-"
1695,seq252,37,L,12,14,2,1,ed," - James S. Speed, the new attorney general,"
1696,seq252,42,L,12,26,2,2,ed, - The President is already besieged with mul-
1697,seq253,4,L,1,18,1,1,"", - Harbin Robinson has been appointed postmaster
1698,seq253,8,L,1,21,4,5,"", - Big snows cause cessation in the arrival of
1699,seq253,11,L,4,4,4,4,"", - The post office department was under the manage-
1700,seq253,22,L,6,27,4,5,""," - The undersigned business men of Cleveland, hav-"
1701,seq253,28,L,9,17,3,2,""," - E. Cowles, postmaster, hereby publishes the"
1702,seq253,37,L,12,9,4,4,"", - Clevel ind has greater free mail delivery in pro-
1703,seq253,40,L,12,30,2,2,ed, - Among the improvements made by Postmaster
1704,seq254,13,L,3,18,4,2,"", - John Robinson was arrested on a charge of taking
1705,seq254,16,L,8,13,4,2,""," - Emma Smith, of this city, was arrested Aug. 12"
1706,seq254,19,L,4,7,4,3,"", – Letters by express is a new and important arrange-
1707,seq254,30,L,9,30,2,1,ed," - ""To bring prices down, now that gold has"
1708,seq254,37,L,9,6,4,2,"", - That portion of the new Cleveland directory
1709,seq254,42,L,9,14,4,4,"", - The new Cleveland directory comprising letters
1711,seq255,12,L,3,21,2,1,ed," - The English ministry, due to its ownership"
1712,seq255,20,L,6,2,2,2,ed, - Ships built in English ports have been prow-
1713,seq255,26,L,7,7,2,1,ed,",2 - The sinking of the pirate ship, ALABAMA by"
1714,seq255,31,L,7,9,2,1,ed, - Great loss has been felt by American shipping
1715,seq255,38,L,7,9,2,3,ed," - Another pirate ship, the FLORIDA, makes its"
1716,seq256,4,L,7,20,2,2,ed, - England and France are impressed with the .
1717,seq256,9,L,11,21,2,1,ed, - The capture of the FLORIDA in a Prazilian
1718,seq256,19,L,6,24,2,1,ed, - There are many wealthy men who are either
1719,seq256,28,L,2,11,2,1,ed," - Thurlow Weed, editor of the Albany EVENING"
1720,seq257,4,L,1,11,4,4,ed, - The Atlantic and Great Western railroad is
1721,seq257,9,L,2,15,2,2,"", - A clerk in the Cleveland and Toledo railroad of-
1722,seq257,13,L,3,3,2,4,ed, - An old lady who got on the wrong train was
1723,seq257,18,L,4,7,4,2,"", - The offices of the Erie railroad and the steamboat
1724,seq257,22,L,4,14,4,3,"", - The Atlantic and Great Western Dispatch co. 's new
1725,seq257,26,L,5,25,4,4,"", - The East Cleveland railway has leased a piece of
1726,seq257,31,L,6,6,4,3,""," - The Cleveland, Columbus, and Cincinnati railroad has"
1727,seq257,38,L,6,7,4,2,"", - In yesterday's paper there was an error in regard
1728,seq257,41,L,6,15,4,2,"", - The Atlantic and Great Western railroad is build-
1729,seq258,4,L,6,30,4,4,"", - All railroads centering in Cleveland have agreed
1730,seq258,10,L,7,26,4,3,"", - The Baltimore and Ohio railroad's direct route to
1731,seq258,14,H,8,5,3,2,"", - On Aug. 8 there will be a meeting of the board of
1732,seq258,19,L,8,9,4,2,""," - Due to increased traffic up the river, ""Ball sig-"
1733,seq258,22,L,8,19,4,2,"", - Heavy rains have caused considerable damage to
